venue_id,Name,City,State,Street,Zip,Area,Category_1,Category_2,Category_3,Category_4,Category_5
894,The Brew Exchange,Austin, Texas,706 W 6th St,78701,,Bar,,,,
895,The Brewer's Grill,San Antonio, Texas,22250 Bulverde Rd Ste 106,78261,,Bar,,,, Eatery
896,The Brewery,Port Aransas, Texas,429 N Alister St,78373,, Bar,Brewery,,, Eatery
897,The Brewery Tap,Houston, Texas,717 Franklin St,77002,,Bar,,,,
898,The Buckhorn Saloon & Museum,San Antonio, Texas,318 E Houston St,78205,,Bar,,,, Eatery
899,The Bull & Bear Tavern & Eatery,Houston, Texas,11980 Westheimer  Ste A,77077,,Bar,,,, Eatery
900,The Burger Joint,Houston, Texas,2703 Montrose Blvd,77006,,Bar,,,, Eatery
901,The Cellar,Odessa, Texas,5102A E.University,79762,,Bar,,Store,,
902,The Chicago House,Austin, Texas,607 Trinity St,78701,,Bar,,,,
903,The Collective Brewing Project,Fort Worth, Texas,112 Saint Louis Ave,76104,, Bar,Brewery,,,
904,The Common Table,Dallas, Texas,2917 Fairmount St,75201,Uptown,Bar,,,, Eatery
905,The Corner Pub,Conroe, Texas,302 N Main St,77301,,Bar,,,, Eatery
906,The Cove,San Antonio, Texas,606 W Cypress St,78212,,Bar,,,, Eatery
907,The Crafthouse Gastropub,Lubbock, Texas,3131 34th St,79410,,Bar,,,, Eatery
908,The Dig Pub,Cedar Park, Texas,401 Cypress Creek Rd,78613,,Bar,,,, Eatery
909,The Dodging Duck Brewhaus,Boerne, Texas,402 River Rd,78006,, Bar,,,, Eatery
910,The Dog & Duck Pub,Austin, Texas,406 W 17th St,78701,,Bar,,,, Eatery
911,The Driskill Bar,Austin, Texas,604 Brazos St,78701,,Bar,,,, Eatery
912,The Dubliner,Dallas, Texas,2818 Greenville Ave,75206,Lower Greenville,Bar,,,, Eatery
913,The Esquire Tavern,San Antonio, Texas,155 E Commerce St,78205,,Bar,,,, Eatery
914,The Fat Grass,Bay City, Texas,1717 7th StBay City,77414,,Bar,,,, Eatery
915,The Faust Hotel (Faust Brewing Company),New Braunfels, Texas,240 South Seguin Ave,78130,, Eatery,Brewery,,, Eatery
916,The Fillmore Pub,Plano, Texas,1004 E 15th St,75074,,Bar,,,, Eatery
917,The Flying Saucer Draught Emporium,Sugar Land, Texas,15929 City Walk,77479,,Bar,,,, Eatery
918,The Flying Saucer Draught Emporium,Garland, Texas,4821 Bass Pro Dr,75043,,Bar,,,, Eatery
919,The Flying Saucer Draught Emporium,San Antonio, Texas,11255 Huebner Rd Ste 212,78230,,Bar,,,, Eatery
920,The Flying Saucer Draught Emporium,Austin, Texas,815 W 47th St,78751,,Bar,,,, Eatery
921,The Flying Saucer Draught Emporium,Fort Worth, Texas,111 E 3rd St,76102,,Bar,,,, Eatery
922,The Flying Saucer Draught Emporium,Houston, Texas,705 Main St,77002,,Bar,,,, Eatery
923,The Flying Saucer Draught Emporium,Dallas, Texas,14999 Montfort Dr,75254,Addison,Bar,,,, Eatery
924,The Friendly Spot,San Antonio, Texas,943 S Alamo St,78205,,Bar,,,, Eatery
925,The Ginger Man,Plano, Texas,7205 Bishop Rd  Ste E1,75024,,Bar,,,, Eatery
926,The Ginger Man,Dallas, Texas,2718 Boll St,75204,Uptown,Bar,,,, Eatery
927,The Ginger Man,Fort Worth, Texas,3716 Camp Bowie Blvd,76107,,Bar,,,, Eatery
928,The Ginger Man,Southlake, Texas,1512 E  Blvd,76092,,Bar,,,,
929,The Ginger Man,Dallas, Texas,6341 La Vista Dr,75214,Lakewood,Bar,,,, Eatery
930,The Ginger Man,Austin, Texas,301 Lavaca St,78701,,Bar,,,, Eatery
931,The Ginger Man,Houston, Texas,5607 Morningside Dr,77005,,Bar,,,, Eatery
932,The Goose's Acre Bistro & Irish Pub,The Woodlands, Texas,21 Waterway Ave Ste 140,77380,,Bar,,,, Eatery
933,The Granary,San Antonio, Texas,602 Avenue A,78215,, Bar,Brewery,,, Eatery
934,The Growler Spot,Fulshear, Texas,29615 FM 1093 Rd Ste 4,77441,, Bar,, Store,, Eatery
935,The Growling,San Marcos, Texas,700 North LBJ Dr  Ste 111,78666,,Bar,, Store,,
936,The Hangar Tavern,San Antonio, Texas,14532 Brook Hollow Blvd,78232,,Bar,,,, Eatery
937,The Hay Merchant,Houston, Texas,1100 Westheimer Rd,77006,,Bar,,,, Eatery
938,The Hobbit Cafe,Houston, Texas,2243 Richmond Ave,77098,,Bar,,,, Eatery
939,The Holy Grail Pub,Plano, Texas,8240 Preston Rd Ste 150,75024,,Bar,,,, Eatery
940,The Hoppy Monk,El Paso, Texas,4141 N Mesa St,79902,,Bar,,,, Eatery
941,The Hoppy Monk,San Antonio, Texas,1010 N Loop 1604 E,78232,,Bar,,,, Eatery
942,The Idle Rich Pub,Dallas, Texas,2614 McKinney Ave,75204,Uptown,Bar,,,, Eatery
943,The King's Head Pub,Houston, Texas,1809 Elridge Pkwy,77077,,Bar,,,, Eatery
944,The Libertine Bar,Dallas, Texas,2101 Greenville Ave,75206,Lower Greenville,Bar,,,, Eatery
945,The Lion & Rose,San Antonio, Texas,5148 Broadway St,78209,,Bar,,,, Eatery
946,The Liquor Cabinet,The Colony, Texas,6800 Windhaven Pkwy Ste 129,75056,,,,Store,,
947,The Liquor Company,El Paso, Texas,2077 N Zaragoza Rd Ste 105,79938,,,,Store,,
948,The Liquor Company,El Paso, Texas,11100 Sean Haggerty Dr Ste 206,79934,,,,Store,,
949,The Liquor Company,El Paso, Texas,1320 N Zaragoza Rd Ste 117,79936,,,,Store,,
950,The Live Oak Music Hall & Lounge,Fort Worth, Texas,1311 Lipscomb St,76104,,Bar,,,, Eatery
951,The Local Pub & Patio,Austin, Texas,2610 Guadalupe St,78705,,Bar,,,, Eatery
952,The Logon Cafe,Beaumont, Texas,3805 Calder Ave,77706,,Bar,,,, Eatery
953,The Londoner,Colleyville, Texas,5150  Blvd,76034,,Bar,,,, Eatery
954,The Lone Pint Brewery,Magnolia, Texas,507 Commerce St,77355,, Bar,Brewery,,,
955,The Lost Well,Austin, Texas,2421 Webberville Rd,78702,,Bar,,,,
956,The Luxury,San Antonio, Texas,103 E Jones Ave,78215,,Bar,,,, Eatery
957,The Manhattan Project Beer Company,Dallas, Texas,202 W 9th St,75208,Oak Cliff,Bar,Brewery,,,
958,The Meridian Room,Dallas, Texas,3611 Parry Ave,75226,Deep Ellum,Bar,,,, Eatery
959,The Old Monk,Dallas, Texas,2847 N Henderson Ave,75206,Lower Greenville,Bar,,,, Eatery
960,The Owner's Box,Dallas, Texas,555 S Lamar St,75202,Downtown,Bar,,,, Eatery
961,The Ozzie Rabbit Lodge,Fort Worth, Texas,6463 E Lancaster,76112,,Bar,,,,
962,The Park @ The Domain,Austin, Texas,11601 Domain Dr,78758,,,,,,Eatery
963,The Phoenix on Westheimer,Houston, Texas,1915 Westheimer Rd,77098,, Bar,Brewery,,,Eatery
964,The Point Park & Eats,San Antonio, Texas,24188 Boerne Stage Rd,78255,,Bar,,,,
965,The Post Package Liquor Store,Harker Heights, Texas,246 W Veterans Memorial Blvd,76548,,,,Store,,
966,The Pour House,Austin, Texas,6701 Burnet Rd,78757,,Bar,,,,
967,The Proletariat Gallery & Public House,Galveston, Texas,2221 Market St #100,77550,,Bar,,,,
968,The Pub,McKinney, Texas,204 W Virginia St,75069,,Bar,,,, Eatery
969,The Public House,Katy, Texas,22758 Westheimer Pkwy Ste 270,77450,,Bar,,,, Eatery
970,The Queen Vic Pub & Kitchen,Houston, Texas,2712 Richmond Ave,77098,,Bar,,,, Eatery
971,The Red Brick Tavern,Conroe, Texas,119 Simonton St,77301,,Bar,,,, Eatery
972,The Refuge Bar & Bistro,The Woodlands, Texas,24 Waterway Ave,77380,,Bar,,,, Eatery
973,The Republic House,Pasadena, Texas,9 Fairmont Pkwy,77505,,Bar,,,, Eatery
974,The Richmond Arms Pub,Houston, Texas,5920 Richmond Ave,77057,,Bar,,,, Eatery
975,The Saddle Club,Alpine, Texas,211 E Holland Ave,79830,,Bar,,,, Eatery
976,The Shack Burger Resort,Cypress, Texas,16602  Rosehill Rd,77429,,Bar,,,, Eatery
977,The Simpson Inn & Ale House,Seagraves, Texas,302 Main Ave,79359,,Bar,,,, Eatery
978,The Snack Bar,Austin, Texas,1224 S Congress St,78704,,Bar,,,,
979,The Social House,Dallas, Texas,2708 Routh St,75201,Uptown,Bar,,,, Eatery
980,The Tap Room,San Marcos, Texas,129 E Hopkins St Ste 120,78666,,Bar,,,, Eatery
981,The Ten Eleven,San Antonio, Texas,1011 Avenue B,78215,,Bar,,,,
982,The White Horse,Austin, Texas,500 Comal St,78702,,Bar,,,,
983,The Wine Rack,Midland, Texas,4610 N Garfield St Ste D4,79705,,,,Store,,
984,The Yellow Store,San Marcos, Texas,301 East Hopkins,78666,,,,Store,,
985,Thirsty Planet Brewing Company,Austin, Texas,11160 Circle Dr,78736,,,Brewery,,,
986,Thom's Market,Austin, Texas,1418 Barton Springs Rd,78704,,,,Store,,
987,Thousand Oaks Brewing,Cedar Park, Texas,3200 Woodall Dr,78613,, Bar,Brewery,,,
988,Tinnin Food Mart,Austin, Texas,1516 Tinnin Ford Rd,78741,,,,Store,,
989,Tolbert's Chili Parlor,Grapevine, Texas,423 S Main St,76051,,Bar,,,, Eatery
990,Tom Thumb Food & Pharmacy,Plano, Texas,5968 W Parker Rd,75093,,,,Store,,
991,Total Wine & More,Austin, Texas,5601 Brodie Ln Ste 800,78745,,,,Store,,
992,Total Wine & More,Fort Worth, Texas,5200 S Hulen St,76132,,,,Store,,
993,Total Wine & More,Dallas, Texas,9350 N Central Expy,75231,Lake Highlands,,,Store,,
994,Total Wine & More,San Antonio, Texas,17530 La Cantera Pkwy Ste 103,78257,,,,Store,,
995,Total Wine & More,Plano, Texas,8700 Preston Rd Ste 113,75024,,,,Store,,
996,Total Wine & More,Plano, Texas,721 N Central Expy Sute 200,75075,,,,Store,,
997,Total Wine & More,Lewisville, Texas,2325 S Stemmons Fwy,75067,,,,Store,,
998,Total Wine & More,Arlington, Texas,981 Interstate 20 W,76017,,,,Store,,
999,Total Wine & More,Cedar Park, Texas,11066 Pecan Park Blvd Ste 117,78613,,,,Store,,
1000,Total Wine & More,Denton, Texas,1800 South Loop 288,76205,,,,Store,,
1001,Total Wine & More,San Antonio, Texas,125 NW Loop 410 Ste 260,78216,,,,Store,,
1002,Total Wine & More,Friendswood, Texas,18740 Gulf Fwy,77546,,,,Store,,
1003,Total Wine & More,Houston, Texas,5016 San Felipe St,77056,,,,Store,,
1004,Total Wine & More,Houston, Texas,12516 Memorial Dr,77024,,,,Store,,
1005,Total Wine & More,Houston, Texas,2617 W Holcombe Blvd,77025,,,,Store,,
1006,Total Wine & More,Richmond, Texas,5472 W Grand Pkwy S,77406,,,,Store,,
1007,Town in City Brewing Co.,Houston, Texas,1125 W Cavalcade St,77009,, Bar,Brewery,,, Eatery
1008,Treaty Oak Brewing & Distilling,Dripping Springs, Texas,16604 Fitzhugh Rd,78620,, Bar,Brewery,,, Eatery
1009,Tri-City Spirits,Colleyville, Texas,7990 Precinct Line Rd Ste B,76034,,,,Store,,
1010,Trinity Hall,Dallas, Texas,5321 E Mockingbird Ln Ste 250,75206,Lower Greenville,Bar,,,, Eatery
1011,Trinity River Tap House,Fort Worth, Texas,2725 W 7th St,76107,,Bar,,,, Eatery
1012,Triple J Chophouse And Brew Co,Colleyville, Texas,1807 Buddy Holly,79409,,,Brewery,Store,, Eatery
1013,True Vine Brewing Company,Tyler, Texas,219 S Englewood Ave,75702,, Bar,Brewery,,,
1014,Tucker's Beer & Wine,Kilgore, Texas,443 State Highway 31 E,75662,,,,Store,,
1015,Tupps Brewery,McKinney, Texas,721 Anderson St,75069,, Bar,Brewery,,,
1016,Twin Liquors,Austin, Texas,1700 W Parmer Ln,78727,,,,Store,,
1017,Twin Liquors #16,Austin, Texas,11637 Research Blvd,78759,,,,Store,,
1018,Twin Liquors #22,Austin, Texas,107 W Stassney Ln,78745,,,,Store,,
1019,Twin Liquors #6,West Lake Hills, Texas,701 S Capital of Texas Hwy Ste B200,78746,,,,Store,,
1020,Twin Liquors #72,San Antonio, Texas,9234 N Loop 1604 W Ste 126,78249,,,,Store,,
1021,Twin Liquors Marketplace - Hancock,Austin, Texas,1000 E 41st St Ste 810,78751,,,,Store,,
1022,Twin Liquors Marketplace At The Galleria,Austin, Texas,3925 Market St,78738,,,,Store,,
1023,Twin Peaks Brewing Co.,Irving, Texas,1500 Market Pl,75063,, Bar,Brewery,,, Eatery
1024,Twisted Root Burger Co.,Dallas, Texas,5609 SMU Blvd Ste 102,75206,Lower Greenville,Bar,,,, Eatery
1025,Twisted X Brewing Company,Dripping Springs, Texas,23455 W RR 150,78620,, Bar,Brewery,,,
1026,Two Rows Restaurant & Brewery,Allen, Texas,711 Central Expressway South,75013,,,Brewery,,, Eatery
1027,Tycoon Flats,San Antonio, Texas,2926 N Saint Mary's St,78212,,Bar,,,, Eatery
1028,Umami Mia Pizzeria,Austin, Texas,1500 Barton Springs Rd,78704,,Bar,,,, Eatery
1029,Uncle Billy's Brew & Que,Austin, Texas,1530 Barton Springs Rd,78704,, Bar,Brewery,,, Eatery
1030,Uncle Buck's Brewery & Steakhouse,Grapevine, Texas,2501-1 Bass Pro Dr,76051,, Bar,Brewery,,, Eatery
1031,Under The Radar Brewery,Houston, Texas,1506 Truxillo St,77004,, Bar,Brewery,,,
1032,Union Park,Dallas, Texas,1311 Main St,75202,Downtown, Bar,,,, Eatery
1033,United Supermarket,Amarillo, Texas,5807 Southwest 45th Ave,79106,,,,Store,,
1034,University Draft House,Edinburg, Texas,2405 W University Dr,78539,,Bar,,,, Eatery
1035,Up In Smoke,Keller, Texas,134 South Main,76248,,Bar,,,, Eatery
1036,Valhalla,Houston, Texas,6100 Main St,77005,,Bar,,,,
1037,Van Der B\'f6nerbosch Brewing Company,Houston, Texas,P.O. Box 11531,77391,,,Brewery,,,
1038,Vintropolis City of Wine,Houston, Texas,10001 Westheimer Rd Ste 2695,77042,,Bar,,,,
1039,Waco Bar Supply Inc,Waco, Texas,225 LaSalle,76712,,,,Store,,
1040,Wakefield CrowBar,Houston, Texas,954 Wakefield Dr,77018,,Bar,,,, Eatery
1041,Waldron Lodge,Dallas, Texas,408 W 7th St,75208,Oak Cliff,Bar,,,, Eatery
1042,Waller Creek Pub House,Austin, Texas,603 Sabine St,78701,,Bar,,,, Eatery
1043,Walmart,Fredericksburg, Texas,1435 E Main St,78624,,,,Store,,
1044,Waterloo Ice House,Austin, Texas,14900 Avery Ranch Blvd Ste B100,78717,,Bar,,,, Eatery
1045,Waxy O'Connor's,San Antonio, Texas,234 River Walk St,78205,,Bar,,,, Eatery
1046,Weathered Souls Brewing Co.,San Antonio, Texas,606 Embassy Oaks #500,78216,, Bar,Brewery,,,
1047,Weights + Measures,Houston, Texas,2808 Caroline St,77004,,Bar,,,, Eatery
1048,Westwoods Liquor,Austin, Texas,3201 Bee Cave Rd Ste 130,78746,,,,Store,,
1049,What's On Tap,Keller, Texas,201 Town Center Ln Ste 1107,76248,,Bar,,,,
1050,What's On Tap,Highland Village, Texas,2570 FM 407 #170,75077,,Bar,,,,
1051,WhichCraft Beer Store,Austin, Texas,2110 S Lamar Blvd Ste F,78704,,,,Store,,
1052,WhichCraft Tap Room & Bottle Shop,Austin, Texas,1900 Simond Ave Ste 200,78723,,Bar,, Store,,
1053,Whip In 117,Flower Mound, Texas,2240 Morriss Rd#100,75028,,,,Store,,
1054,Whiskey Cake Kitchen And Bar,Plano, Texas,3601 Dallas Pkwy,75093,,Bar,,,, Eatery
1055,Whistle Post Brewing,Pilot Point, Texas,219 W Division St ,76258,, Bar,Brewery,,,
1056,Whitestone Brewery,Cedar Park, Texas,601 E Whitestone Blvd Ste 500,78613,, Bar,Brewery,,,
1057,Whole Foods - Post Oak,Houston, Texas,1700 Post Oak Blvd Ste 100,77056,, Bar,, Store,, Eatery
1058,Whole Foods -- Montrose,Houston, Texas,701 Waugh Dr,77019,,Bar,, Store,, Eatery
1059,Whole Foods Market,Highland Village, Texas,4041 Waller Crk,75077,,Bar,, Store,, Eatery
1060,Whole Foods Market,Austin, Texas,9607 Research Blvd #300,78759,,,,Store,,
1061,Whole Foods Market,Colleyville, Texas,4801 Colleyville Blvd,76034,,Bar,, Store,, Eatery
1062,Whole Foods Market,Plano, Texas,2201 Preston Rd Ste CP,75093,,,, Store,,
1063,Whole Foods Market,Fairview, Texas,105 Stacy RdFairview,75069,,,,Store,,
1064,Whole Foods Market,Arlington, Texas,801 E Lamar Blvd,76011,,,,Store,,
1065,Whole Foods Market - Alamo Quarry,San Antonio, Texas,255 E Basse Rd Ste 130,78209,,,,Store,,
1066,Whole Foods Market - Arbor Trails,Austin, Texas,4301 W William Cannon Dr Ste B800,78749,,Bar,,Store,, Eatery
1067,Whole Foods Market - Bellaire,Houston, Texas,4004 Bellaire Blvd,77025,,Bar,, Store,,
1068,Whole Foods Market - Champions,Houston, Texas,10133 Louetta Rd,77070,,Bar,, Store,, Eatery
1069,Whole Foods Market - Domain,Austin, Texas,11920 Domain Dr,78758,,Bar,, Store,, Eatery
1070,Whole Foods Market - Forest,Dallas, Texas,11700 Preston Rd Ste 714,75230,North Dallas,,,Store,,
1071,Whole Foods Market - Highland Park,Dallas, Texas,4100 Lomo Alto Dr,75219,Victory Park,Bar,, Store,, Eatery
1072,Whole Foods Market - Kirby,Houston, Texas,2955 Kirby Dr,77098,,,, Store,,
1073,Whole Foods Market - Lakewood,Dallas, Texas,2118 Abrams Rd,75214,Lakewood,Bar,, Store,, Eatery
1074,Whole Foods Market - Lamar,Austin, Texas,525 N Lamar Blvd,78703,,Bar,, Store,, Eatery
1075,Whole Foods Market - Park Lane,Dallas, Texas,8190 Park LnSte 351,75231,Lake Highlands,Bar,, Store,, Eatery
1076,Whole Foods Market - Vineyard,San Antonio, Texas,18403 Blanco Rd,78258,,Bar,, Store,, Eatery
1077,Whole Foods Market - Wilcrest,Houston, Texas,11145 Westheimer Rd,77042,,,,Store,,
1078,Whole Foods Market - Woodway,Houston, Texas,6401 Woodway Dr Ste 149,77057,,,,Store,,
1079,Whole Foods Market / Thunderbird Taproom,El Paso, Texas,100 Pitt St,79912,,Bar,, Store,, Eatery
1080,Wholly Cow Burgers / ZEN Food Mart,Austin, Texas,3010 S Lamar Blvd Ste A,78704,,,, Store,,Eatery
1081,Wichita Homebrew Supply,Iowa Park, Texas,3274 Rogers RdIowa Park,76367,,,,,Homebrew Store,
1082,Wicked Beaver Brewing Company,Wolfforth, Texas,10611 Country Rd 1320 Unit 1,79382,,,Brewery,,,
1083,Wiggy's on 6th,Austin, Texas,1130 W 6th St,78703,,,,Store,,
1084,Wild Acre Brewing Company,Fort Worth, Texas,1734 E El Paso St #190,76102,, Bar,Brewery,,,
1085,Wild Bunch Brewing Co,La Grange, Texas,P.o. Box 0700La Grange,78945,,,Brewery,,,
1086,Wimberley Brewing Company And Brewpub,Wimberley, Texas,9595 Ranch Rd 12,98676,, Bar,Brewery,,, Eatery
1087,WineStyles,Flower Mound, Texas,6100 Long Prairie Rd,75028,,,,Store,,
1088,Wired Willys,Fort Worth, Texas,710 Carroll St,76107,,Bar,,,,
1089,Woodcreek Brewing Company,Rockwall, Texas,1400 E I30,75087,, Bar,Brewery,,,
1090,Woodshed Smokehouse,Fort Worth, Texas,3201 Riverfront Dr,76107,,Bar,,,, Eatery
1091,Wooster's Garden,Houston, Texas,3315 Milam St,77006,,Bar,,,, Eatery
1092,World Beer Co. The Bottle Shop,Dallas, Texas,2116 Greenville Ave,75206,Lower Greenville,Bar,, Store,,
1093,World Market,El Paso, Texas,1327 George Dieter Dr,79936,,,,Store,,
1094,World Market,Corpus Christi, Texas,5425 South Padre Island Dr,78411,,,,Store,,
1095,World Market,Dallas, Texas,5500 Greenville Ave Ste 300,75206,Lower Greenville,,,Store,,
1096,World of Beer,Katy, Texas,2643 Commercial Center Blvd Ste B390,77494,,Bar,,,,
1097,World of Beer,Arlington, Texas,5005 S Cooper St Ste 183,76017,,Bar,,,, Eatery
1098,World of Beer,Fort Worth, Texas,3252 W 7th St,76107,,Bar,,,, Eatery
1099,World Of Beer,Sugar Land, Texas,16535 Southwest Freeway #2605,77479,,Bar,,,, Eatery
1100,Wright Bros. Brew & Brew,Austin, Texas,500 San Marcos St Ste 105,78702,,Bar,,,, Eatery
1101,Wurzbach Ice House,San Antonio, Texas,10141 Wurzbach Rd,78230,,Bar,,,, Eatery
1102,Yard House,Houston, Texas,800 Sorella Ct,77024,,Bar,,,, Eatery
1103,Yard House,San Antonio, Texas,15900 La Cantera Pkwy,78256,,Bar,,,, Eatery
1104,Yard House,Dallas, Texas,5100 Belt Line Rd,75254,Addison,Bar,,,, Eatery
1105,Ye Olde Bull & Bush,Fort Worth, Texas,2300 Montgomery St,76107,,Bar,,,,
1106,Zaragoza Discount Liquor,El Paso, Texas,5140 Fairbanks Dr Ste 7,79924,,,,Store,,
1107,Zax Restaurant & Bar,Austin, Texas,312 Barton Springs Rd,78704,,Bar,,,, Eatery
1108,Zelicks,San Marcos, Texas,336 W Hopkins St,78666,,Bar,,,,
1109,Zero One Ale House,San Angelo, Texas,20 W Beauregard Ave,76903,, Bar,Brewery,,, Eatery
1110,Zilker Brewing Co.,Austin, Texas,1701 E 6th St,78702,, Bar,Brewery,,,